"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00053908","1998-01-11","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   22",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-12","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   33",",,M","   -6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-13","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   -6",",,M","  -39",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-14","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   11",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-15","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   22",",,M","  -22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-16","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  100",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-17","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  156",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-18","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","  -22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-19","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   83",",,M","  -61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-20","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  111",",,M","   -6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-21","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   72",",,M","  -28",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-22","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   33",",,M","  -61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-23","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   67",",,M","  -78",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-24","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  100",",,M","  -72",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-25","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-26","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  100",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-27","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  156",",,M","  -28",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-28","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  183",",,M","   11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-29","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  144",",,M","   -6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-30","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  167",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-01-31","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  144",",,M","    0",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-01","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  128",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-02","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  100",",,M","  -22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-03","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   83",",,M","   11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-04","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   50",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-05","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   50",",,M","  -28",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-06","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   89",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-07","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  122",",,M","  -67",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-08","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  139",",,M","  -22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-09","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  156",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-10","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  111",",,M","   56",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-11","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  122",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-12","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   89",",,M","  -39",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-13","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  161",",,M","  -44",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-14","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  167",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-15","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   94",",,M","   61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-16","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   78",",,M","   56",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-17","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   94",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-18","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  150",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-19","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","   11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-20","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  172",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-21","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  183",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-22","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  139",",,M","   22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-23","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  178",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-24","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  211",",,M","    6",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-25","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  200",",,M","  144",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-26","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  172",",,M","   56",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-27","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-02-28","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   83",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-01","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   89",",,M","  -61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-02","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   61",",,M","  -33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-03","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","  -67",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-04","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  133",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-05","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   83",",,M","   28",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-06","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   78",",,M","   22",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-07","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   78",",,M","   50",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-08","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   50",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-09","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   33",",,M","  -67",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-10","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   33",",,M"," -100",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-11","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"    0",",,M","  -83",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-12","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   11",",,M","  -94",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-13","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  183",",,M","  -61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-14","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  167",",,M","   67",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-15","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  117",",,M","   50",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-16","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  122",",,M","   89",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-17","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  117",",,M","   72",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-18","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  144",",,M","   50",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-19","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"   67",",,M","   11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-20","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  100",",,M","   17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-21","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  150",",,M","  -17",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-22","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  228",",,M","  -11",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-23","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  189",",,M","   61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-24","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  206",",,M","   61",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-25","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  272",",,M","  117",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-26","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  261",",,M","  172",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-27","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  217",",,M","  133",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-28","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  294",",,M","   83",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-29","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  256",",,M","  183",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-30","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  239",",,M","  106",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-03-31","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US",,,,,,,"  161",",,M","   33",",,M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053908","1998-04-01","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  222",",,W","    6",",,W","   16",",,W"," 1400",",,W"," 1359",",,W","  117",",,W",,,"  280",",,W","  270",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,
"USW00053908","1998-04-02","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","   66",",,W",,,,,"  261",",,W","   44",",,W","   34",",,W"," 1619",",,W"," 2247",",,W","  156",",,W",,,"  160",",,W","  240",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,
"USW00053908","1998-04-03","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  133",",,W","   50",",,W","   39",",,W"," 1531",",,W"," 1255",",,W","   94",",,W",,,"  310",",,W","  320",",,W","   80",",,W","  125",",,W",,,,,,,,,,,,
"USW00053908","1998-04-04","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  117",",,W","   33",",,W","   29",",,W"," 1510",",,W"," 0820",",,W","   78",",,W",,,"   30",",,W","   20",",,W","   49",",,W","   67",",,W",,,,,,,,,,,,
"USW00053908","1998-04-05","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  211",",,W","   11",",,W","   33",",,W"," 1634",",,W"," 1634",",,W","  111",",,W",,,"  150",",,W","  150",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,
"USW00053908","1998-04-06","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","   97",",,W",,,,,"  250",",,W","  100",",,W","   57",",,W"," 2139",",,W"," 1902",",,W","  178",",,W",,,"  150",",,W","  180",",,W","  116",",,W","  161",",,W",,,,,,,,,,,,
"USW00053908","1998-04-07","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","   33",",,W",,,"    0",",,W","  211",",,W","   94",",,W","   39",",,W"," 1109",",,W"," 1501",",,W","  156",",,W",,,"  230",",,W","  290",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,
"USW00053908","1998-04-08","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  156",",,W","   56",",,W","   35",",,W"," 2224",",,W"," 1917",",,W","  106",",,W",,,"  320",",,W","  290",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,
"USW00053908","1998-04-09","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  178",",,W","   61",",,W","   39",",,W"," 0902",",,W"," 1210",",,W","  122",",,W",,,"  320",",,W","  340",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,
"USW00053908","1998-04-10","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0","T,,W",,,,,"  217",",,W","   22",",,W","   17",",,W"," 1234",",,W"," 1358",",,W","  122",",,W",,,"   20",",,W","  340",",,W","   63",",,W","   80",",,W",,,,,,,,,,,,
"USW00053908","1998-04-11","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  267",",,W","   50",",,W","   42",",,W"," 1415",",,W"," 1414",",,W","  161",",,W",,,"  170",",,W","  170",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,
"USW00053908","1998-04-12","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  244",",,W","  144",",,W","   84",",,W"," 1316",",,W"," 1209",",,W","  194",",,W",,,"  190",",,W","  170",",,W","  143",",,W","  179",",,W",,,,,,,,,,,,
"USW00053908","1998-04-13","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  261",",,W","  106",",,W","   53",",,W"," 0235",",,W"," 0137",",,W","  183",",,W",,,"  180",",,W","  170",",,W","  134",",,W","  165",",,W",,,,,,,,,,,,
"USW00053908","1998-04-14","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0","T,,W",,,,,"  294",",,W","   72",",,W","   51",",,W"," 1746",",,W"," 1745",",,W","  183",",,W",,,"  180",",,W","  180",",,W","  116",",,W","  152",",,W",,,,,,,,,,,,
"USW00053908","1998-04-15","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0","T,,W",,,,,"  233",",,W","  106",",,W","   40",",,W"," 2203",",,W"," 2202",",,W","  172",",,W",,,"  360",",,W","   20",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,
"USW00053908","1998-04-16","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0","T,,W",,,,,"  161",",,W","   67",",,W","   35",",,W"," 1324",",,W"," 0104",",,W","  117",",,W",,,"   10",",,W","  340",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,
"USW00053908","1998-04-17","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  172",",,W","   44",",,W","   27",",,W"," 0907",",,W"," 0911",",,W","  111",",,W",,,"   50",",,W","   80",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00053908","1998-04-18","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  211",",,W","   72",",,W","   12",",,W"," 1226",",,W"," 1204",",,W","  144",",,W",,,"   80",",,W","   20",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,
"USW00053908","1998-04-19","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  228",",,W","   39",",,W","    5",",,W"," 1323",",,W"," 1222",",,W","  133",",,W",,,"  290",",,W","  250",",,W","   49",",,W","   67",",,W",,,,,,,,,,,,
"USW00053908","1998-04-20","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    3",",,W",,,,,"  161",",,W","   39",",,W","   22",",,W"," 1011",",,W"," 1332",",,W","  100",",,W",,,"   30",",,W","   10",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,
"USW00053908","1998-04-21","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0","T,,W",,,,,"  211",",,W","   22",",,W","   24",",,W"," 1056",",,W"," 1056",",,W","  117",",,W",,,"   20",",,W","   10",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00053908","1998-04-22","36.04243","-95.99016","189.1","TULSA RICHARD L JONES JR AIRPORT, OK US","    0",",,W",,,,,"  228",",,W","   39",",,W","   22",",,W"," 1535",",,W"," 1156",",,W","  133",",,W",,,"   10",",,W","  350",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,
